"특성별(1)",특성별(2),2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"특성별(1)",특성별(2),사례수 (명),팬미팅(싸인회) 참석하기 (%),팬미팅(싸인회) 참석하기 (%),팬미팅(싸인회) 참석하기 (%),팬미팅(싸인회) 참석하기 (%),팬클럽이나 팬카페 활동하기 (%),팬클럽이나 팬카페 활동하기 (%),팬클럽이나 팬카페 활동하기 (%),팬클럽이나 팬카페 활동하기 (%),팬클럽이나 팬카페 활동하기 (%),팬클럽이나 팬카페 활동하기 (%),방송국이나 공연장 영화관(시사회) 경기장 행사장가기 (%),방송국이나 공연장 영화관(시사회) 경기장 행사장가기 (%),방송국이나 공연장 영화관(시사회) 경기장 행사장가기 (%),방송국이나 공연장 영화관(시사회) 경기장 행사장가기 (%),방송국이나 공연장 영화관(시사회) 경기장 행사장가기 (%),방송국이나 공연장 영화관(시사회) 경기장 행사장가기 (%),팬레터 쓰기 및 메시지 보내기 (%),팬레터 쓰기 및 메시지 보내기 (%),팬레터 쓰기 및 메시지 보내기 (%),팬레터 쓰기 및 메시지 보내기 (%),팬레터 쓰기 및 메시지 보내기 (%),팬레터 쓰기 및 메시지 보내기 (%),선물 보내기 (%),선물 보내기 (%),선물 보내기 (%),선물 보내기 (%),선물 보내기 (%),SNS 블로그 트위터 기사 등에 댓글 달기 (%),SNS 블로그 트위터 기사 등에 댓글 달기 (%),SNS 블로그 트위터 기사 등에 댓글 달기 (%),SNS 블로그 트위터 기사 등에 댓글 달기 (%),SNS 블로그 트위터 기사 등에 댓글 달기 (%),SNS 블로그 트위터 기사 등에 댓글 달기 (%),사진과 동영상 감상 및 업로드하기 (%),사진과 동영상 감상 및 업로드하기 (%),사진과 동영상 감상 및 업로드하기 (%),사진과 동영상 감상 및 업로드하기 (%),사진과 동영상 감상 및 업로드하기 (%),사진과 동영상 감상 및 업로드하기 (%),책 CD DVD 화보집 구입하기 (%),책 CD DVD 화보집 구입하기 (%),책 CD DVD 화보집 구입하기 (%),책 CD DVD 화보집 구입하기 (%),책 CD DVD 화보집 구입하기 (%),책 CD DVD 화보집 구입하기 (%),굿즈(응원봉 캐릭터 플래카드 인형 등) 만들기 또는 구입하기 (%),굿즈(응원봉 캐릭터 플래카드 인형 등) 만들기 또는 구입하기 (%),굿즈(응원봉 캐릭터 플래카드 인형 등) 만들기 또는 구입하기 (%),굿즈(응원봉 캐릭터 플래카드 인형 등) 만들기 또는 구입하기 (%),굿즈(응원봉 캐릭터 플래카드 인형 등) 만들기 또는 구입하기 (%),굿즈(응원봉 캐릭터 플래카드 인형 등) 만들기 또는 구입하기 (%)
"특성별(1)",특성별(2),소계,전혀 없다,1년에 1~2번,한 달에 1번,한 달에 2~3번,전혀 없다,1년에 1~2번,한 달에 1번,한 달에 2~3번,1주일에 1번,1주일에 여러 번,전혀 없다,1년에 1~2번,한 달에 1번,한 달에 2~3번,1주일에 1번,1주일에 여러 번,전혀 없다,1년에 1~2번,한 달에 1번,한 달에 2~3번,1주일에 1번,1주일에 여러 번,전혀 없다,1년에 1~2번,한 달에 1번,한 달에 2~3번,1주일에 1번,전혀 없다,1년에 1~2번,한 달에 1번,한 달에 2~3번,1주일에 1번,1주일에 여러 번,전혀 없다,1년에 1~2번,한 달에 1번,한 달에 2~3번,1주일에 1번,1주일에 여러 번,전혀 없다,1년에 1~2번,한 달에 1번,한 달에 2~3번,1주일에 1번,1주일에 여러 번,전혀 없다,1년에 1~2번,한 달에 1번,한 달에 2~3번,1주일에 1번,1주일에 여러 번
"시도별",서울,138,82.9,10.5,6.6,0.0,75.7,12.1,2.7,4.0,0.8,4.6,66.2,22.6,9.9,1.3,0.0,0.0,84.5,6.3,7.3,1.9,0.0,0.0,89.3,7.8,2.5,0.4,0.0,53.9,19.3,8.0,6.0,0.5,12.3,34.5,18.1,13.9,8.5,1.8,23.2,48.3,37.6,7.0,5.8,1.3,0.0,57.1,27.7,11.8,2.5,0.0,0.8
"시도별",부산,48,100.0,0.0,0.0,0.0,82.2,9.0,1.5,0.0,1.5,5.7,92.6,1.8,5.6,0.0,0.0,0.0,96.5,0.0,0.0,1.5,0.0,2.0,100.0,0.0,0.0,0.0,0.0,69.8,8.8,5.1,1.4,3.5,11.3,55.6,6.3,13.3,8.6,4.8,11.4,77.5,10.5,9.0,3.1,0.0,0.0,66.8,18.9,8.5,5.7,0.0,0.0
"시도별",대구,55,100.0,0.0,0.0,0.0,83.6,3.4,0.0,4.3,1.9,6.9,90.0,10.0,0.0,0.0,0.0,0.0,89.9,3.6,0.0,3.5,1.9,1.2,100.0,0.0,0.0,0.0,0.0,46.8,10.7,7.0,10.6,12.8,12.0,29.1,5.2,18.0,11.6,14.1,22.0,53.2,25.3,10.7,5.8,0.0,5.0,65.0,17.3,8.0,4.7,0.0,5.0
"시도별",인천,64,87.7,12.3,0.0,0.0,82.4,17.6,0.0,0.0,0.0,0.0,82.0,16.3,1.8,0.0,0.0,0.0,80.4,10.8,8.8,0.0,0.0,0.0,84.5,13.7,1.8,0.0,0.0,70.0,20.4,3.8,1.8,4.1,0.0,37.0,23.8,16.7,11.1,3.4,8.0,48.3,37.1,14.6,0.0,0.0,0.0,69.6,18.7,11.7,0.0,0.0,0.0
"시도별",광주,26,98.1,1.9,0.0,0.0,79.5,8.2,0.0,0.0,0.0,12.2,81.0,17.2,0.0,0.0,1.9,0.0,85.5,3.8,4.4,0.0,0.0,6.3,100.0,0.0,0.0,0.0,0.0,42.3,22.5,12.5,8.6,4.1,10.0,14.2,11.2,20.7,15.7,15.6,22.6,63.4,20.3,3.7,4.7,4.1,3.7,73.4,15.1,1.9,1.9,0.0,7.8
"시도별",대전,23,90.3,9.7,0.0,0.0,55.8,0.0,0.0,2.0,22.4,19.8,51.6,43.5,4.9,0.0,0.0,0.0,85.1,14.9,0.0,0.0,0.0,0.0,95.1,4.9,0.0,0.0,0.0,38.6,9.1,0.0,0.0,11.1,41.1,31.2,5.2,5.2,4.9,0.0,53.5,41.7,6.1,36.3,16.0,0.0,0.0,47.8,20.2,32.1,0.0,0.0,0.0
"시도별",울산,27,97.9,2.1,0.0,0.0,69.4,8.6,4.0,1.4,4.0,12.6,90.6,5.4,4.0,0.0,0.0,0.0,76.2,3.5,12.3,4.0,4.0,0.0,87.7,12.3,0.0,0.0,0.0,72.4,9.9,5.4,1.4,4.0,6.9,33.4,12.7,1.4,2.9,2.1,47.6,37.7,36.2,4.0,18.1,4.0,0.0,49.9,26.6,14.1,5.4,0.0,4.0
"시도별",세종,6,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,89.1,10.9,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,61.3,10.9,13.9,13.9,0.0,0.0,64.2,0.0,0.0,10.9,24.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.4,0.0,49.6,0.0,0.0,0.0
"시도별",경기,331,89.1,9.5,1.0,0.4,76.6,7.5,5.4,4.4,0.9,5.2,71.3,21.3,4.9,1.2,0.0,1.2,91.1,4.1,3.0,0.8,0.3,0.6,94.8,3.4,1.1,0.7,0.0,64.3,9.5,6.4,6.0,3.9,9.9,35.6,8.9,6.9,10.9,14.2,23.5,54.8,22.3,11.4,6.0,3.0,2.4,69.2,18.4,5.8,2.7,1.7,2.3
"시도별",강원,33,97.1,2.9,0.0,0.0,76.8,3.0,6.3,3.2,0.0,10.8,91.7,5.1,3.2,0.0,0.0,0.0,94.7,2.4,0.0,2.9,0.0,0.0,97.6,2.4,0.0,0.0,0.0,63.4,11.4,7.3,6.3,6.2,5.3,36.1,7.4,12.6,6.3,10.1,27.6,63.9,17.4,11.2,7.4,0.0,0.0,58.8,21.4,8.2,11.6,0.0,0.0
"시도별",충북,41,100.0,0.0,0.0,0.0,98.0,0.0,0.0,2.0,0.0,0.0,97.8,2.2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,2.0,0.0,92.2,1.9,1.6,2.2,2.0,0.0,86.3,0.0,2.3,2.3,3.2,5.9,97.7,2.3,0.0,0.0,0.0,0.0,96.4,0.0,2.0,1.6,0.0,0.0
"시도별",충남,17,100.0,0.0,0.0,0.0,95.2,0.0,0.0,0.0,0.0,4.8,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,61.1,23.9,0.0,0.0,6.3,8.7,82.5,9.3,0.0,4.3,0.0,3.9,85.3,10.4,0.0,4.3,0.0,0.0,87.0,3.9,4.3,4.8,0.0,0.0
"시도별",전북,15,100.0,0.0,0.0,0.0,90.7,4.3,0.0,0.0,5.0,0.0,95.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,53.2,4.3,25.2,0.0,10.0,7.2,31.5,7.9,17.5,14.4,12.9,15.8,80.5,19.5,0.0,0.0,0.0,0.0,83.5,16.5,0.0,0.0,0.0,0.0
"시도별",전남,26,100.0,0.0,0.0,0.0,84.1,0.0,2.2,0.0,2.2,11.4,96.6,3.4,0.0,0.0,0.0,0.0,93.2,0.0,0.0,3.4,3.4,0.0,100.0,0.0,0.0,0.0,0.0,68.3,3.6,2.2,11.1,3.4,11.4,39.5,25.3,11.9,4.1,7.9,11.3,60.5,28.2,5.6,2.2,0.0,3.4,70.4,17.2,3.4,5.6,0.0,3.4
"시도별",경북,63,97.5,2.5,0.0,0.0,74.1,5.3,2.9,8.4,1.6,7.8,85.4,9.9,1.1,3.6,0.0,0.0,91.9,4.6,0.0,3.5,0.0,0.0,97.4,2.6,0.0,0.0,0.0,46.3,8.3,7.1,15.1,3.0,20.3,25.4,14.6,10.5,11.6,12.3,25.5,55.8,27.8,9.8,3.3,0.0,3.2,64.3,22.9,8.0,2.0,1.3,1.6
"시도별",경남,61,97.1,1.0,1.9,0.0,95.6,2.5,1.9,0.0,0.0,0.0,95.6,2.5,1.9,0.0,0.0,0.0,91.5,5.1,1.9,0.0,0.0,1.5,94.7,1.9,1.9,0.0,1.5,54.4,9.8,7.7,4.9,7.7,15.4,47.5,12.1,9.3,0.0,7.6,23.5,59.5,27.2,8.4,4.9,0.0,0.0,86.9,10.2,2.9,0.0,0.0,0.0
"시도별",제주,12,100.0,0.0,0.0,0.0,65.7,9.2,11.3,0.0,0.0,13.8,100.0,0.0,0.0,0.0,0.0,0.0,66.8,21.9,11.3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,19.0,21.9,0.0,36.1,13.8,9.2,28.2,0.0,0.0,21.9,26.8,23.1,47.0,34.5,9.2,9.2,0.0,0.0,62.6,19.0,9.2,9.2,0.0,0.0
"시도별",해당없음,0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
